cust_id,secured_flag,ead,collateral_value,time_to_recovery,default_flag,recovery_amount,recovery_cost,lgd_observed,collateral_type,legal_action_flag,restructuring_flag,seniority,industry,segment,exposure_class,dpd_last_12m,dpd_last_6m,ever_30_plus,ever_60_plus,ever_90_plus,dpd_trend,payment_ratio,missed_payments_count,partial_payment_flag,utilization_ratio,overlimit_count,recent_cash_flag,balance_volatility_12m,payment_volatility_12m,financial_stress_flag,returned_cheque_count,overdue_fee_count,behavior_segment
44,0,358815,314525,17,1,78348,7006,0.801173306578599,PlantMachinery,0,0,Junior,Transport,Corporate,Unsecured,60,0,1,1,0,0,1.0337235210779485,1,0,0.9104745957616414,0,0,0.29529542653987934,0.48734266509392465,0,0,2,High-Risk
45,1,4167499,2973888,6,0,1989412,391487,0.6165745930592905,Vehicles,0,1,Senior,Energy,SME,Secured,0,15,0,0,0,0,0.6825030549379143,2,0,0.8320523639302888,0,0,0.30240360202275157,0.5579437907210312,0,0,2,Irregular
46,0,2488443,921316,35,0,345426,20372,0.8693745446449849,Vehicles,1,1,Junior,Manufacturing,SME,Unsecured,30,0,1,0,0,0,1.1251480773752331,3,0,0.3738238915613753,0,0,0.15936480593946514,0.5630955777578083,0,0,0,Good
47,1,1284514,2101207,11,1,1419534,228135,0.0724904516416325,PlantMachinery,0,1,Senior,Services,Mortgage,Secured,0,0,0,0,0,-1,1.2027740464114556,4,0,0.5418637902329069,4,1,0.2786918072877047,0.6610148535348985,0,0,1,Stressed
48,1,6357478,225221,18,0,137594,9909,0.95,Guarantee,0,0,Senior,Services,Mortgage,Secured,15,90,0,0,0,0,0.8442207424702649,2,1,0.4922858162344903,0,0,0.4397386939546112,0.5630776722772126,0,0,0,Good
49,1,920097,2286726,28,0,1932668,215435,0.05,Guarantee,0,0,Junior,Retail,Corporate,Secured,15,30,0,0,0,0,0.742114787708124,2,0,0.5922871130768431,1,0,0.09242284729970945,0.4159722333913174,0,0,1,Good
50,1,4514040,2363793,29,0,1820370,161406,0.6324879708642369,Property,0,1,Senior,Retail,Corporate,Secured,0,0,0,0,0,-1,1.1754238848780776,0,0,0.8432051761072306,2,0,0.5623837191615998,0.3077790080843264,0,0,0,Stressed
51,0,1433420,1003238,13,0,287217,39275,0.8270276680944872,Vehicles,0,0,Junior,Retail,SME,Unsecured,90,0,1,1,1,-1,1.0091261745536295,1,0,0.48072237920991695,1,1,0.7062843629222442,0.31033182070587617,0,0,0,High-Risk
52,0,431597,300254,28,0,26792,3918,0.9470014851817784,Property,0,0,Senior,Transport,SME,Unsecured,45,0,1,0,0,0,0.8663938409327672,3,1,0.5026656689338708,0,0,0.37343589893479856,0.34706299243105054,0,1,0,High-Risk
53,0,7633371,693419,16,0,164342,29880,0.95,Guarantee,0,0,Senior,Manufacturing,SME,Unsecured,90,15,1,1,1,0,1.1353687639231405,1,0,0.5748630992666358,1,0,0.4341056846678921,0.45216900007589966,0,0,0,Good
54,0,3238791,1428906,3,0,479528,67103,0.8726608169529926,Receivables,0,0,Junior,Energy,Corporate,Unsecured,60,30,1,1,0,-1,1.114198437709864,1,1,0.7567752108737701,0,0,0.3460371321721243,0.5440804593717933,1,0,0,Irregular
55,1,1065525,944137,13,0,499909,97450,0.6222904202153867,Vehicles,1,1,Junior,Retail,SME,Secured,15,15,0,0,0,-1,0.7827486092083554,0,0,0.14065865815427492,1,1,0.21096516623911254,0.5225413103594133,0,0,0,Good
56,0,2488451,1412951,32,0,100843,21313,0.95,Receivables,0,0,Senior,Construction,SME,Unsecured,60,0,1,1,0,1,0.89974597065983,0,0,0.7433527549806994,0,0,0.33322789092367444,0.05433067341416231,0,0,2,Irregular
57,1,803149,2221005,26,0,1796677,446906,0.05,Vehicles,0,0,Senior,Energy,Mortgage,Secured,0,30,0,0,0,0,0.9653584975851912,2,0,0.10776759558519533,1,0,0.3495107196536916,0.31578498793188525,0,0,1,Irregular
58,1,2755609,357434,6,0,239222,17878,0.9196751063013656,Property,0,0,Senior,Transport,Corporate,Secured,0,0,0,0,0,-1,0.8557460059775702,0,0,0.6462573514508325,0,0,0.32192670336982315,0.2293550270352095,0,0,0,Irregular
59,1,110075,204723,24,0,161412,21274,0.05,Receivables,0,0,Senior,Services,SME,Partially Secured,0,0,0,0,0,0,0.571825881819144,1,0,0.49971927871739585,0,0,0.6492626422034874,0.35535968759379905,0,0,0,Irregular
60,1,433739,699910,10,0,424508,42806,0.119973071363193,PlantMachinery,1,1,Senior,Transport,Corporate,Secured,0,15,0,0,0,-1,0.6623480992603507,3,0,0.22186156776283472,0,0,0.5907780606170607,0.46614064054119,0,0,1,Good
61,1,3201915,507515,18,0,352713,68760,0.91131775827903,Inventory,0,0,Senior,Retail,Mortgage,Secured,0,60,0,0,0,0,0.5783474429079545,2,0,0.8866681169827861,1,0,0.3714833409948299,0.19185157775782608,0,1,0,Stressed
62,1,936911,1731382,35,0,1058091,162037,0.05,Guarantee,1,0,Junior,Manufacturing,SME,Partially Secured,0,30,0,0,0,0,0.9485848606048007,0,0,0.5335966711898277,2,0,0.04606399704922104,0.39639017436634166,0,0,0,Good
63,0,1479984,223697,35,0,62823,4540,0.95,PlantMachinery,1,0,Senior,Retail,SME,Unsecured,45,15,1,0,0,0,0.6131295365752512,2,0,0.3415070094467994,0,0,0.2797117429215318,0.3504109497225994,0,0,0,Good
64,1,312767,2240971,12,0,1084080,67818,0.05,PlantMachinery,0,0,Senior,Services,Mortgage,Secured,0,15,0,0,0,0,0.888483614163486,3,0,0.7268359032286261,0,0,0.34097627139676934,0.4298612703565392,0,0,0,Good
65,1,7632049,3233168,4,0,2261022,339523,0.748232879532089,Receivables,0,0,Senior,Manufacturing,SME,Secured,0,45,0,0,0,-1,1.2163807652550314,1,0,0.9093422235506816,0,0,0.406247954516795,0.32007216431950786,0,1,0,Good
66,1,3955152,729661,6,0,649015,77974,0.8556209723418974,Receivables,0,0,Senior,Energy,Mortgage,Secured,15,0,0,0,0,0,1.1355540369824293,0,1,0.3435479015902352,0,0,0.15381430996612744,0.09753135272876101,0,0,1,Good
67,1,983934,779813,25,0,610132,94786,0.4762392599503625,PlantMachinery,1,0,Senior,Manufacturing,SME,Secured,0,0,0,0,0,-1,0.4825166706132042,3,0,0.8968973980892025,1,0,0.5721922981058767,0.08773663851888475,0,1,0,High-Risk
68,0,802353,313545,29,0,31434,3135,0.95,Receivables,0,1,Senior,Manufacturing,Corporate,Unsecured,45,60,1,0,0,0,0.5942597058457988,0,0,0.257270189104197,1,0,0.05967706146868337,0.24540393215599438,0,0,0,Good
69,1,3367241,401544,35,0,334056,42601,0.9134439738646566,PlantMachinery,1,1,Junior,Transport,Mortgage,Secured,0,30,0,0,0,1,0.6946967151640282,1,1,0.13737558747025302,0,0,0.2463324312529973,0.3480315095136127,1,1,0,Stressed
70,0,8731698,465482,35,0,133613,32708,0.95,Guarantee,1,0,Senior,Retail,Corporate,Unsecured,120,0,1,1,1,0,0.6161952621561264,0,0,0.5668486098213567,0,1,0.36804737855787745,0.33951418208544426,0,0,1,Good
71,0,3121300,3566995,22,1,749458,73619,0.7834751545830263,Vehicles,0,0,Senior,Construction,Mortgage,Unsecured,45,0,1,0,0,1,0.5192371245356533,2,0,0.6290038549776538,1,0,0.009948805401020944,0.5630390352687107,0,0,1,Good
72,1,10551754,673970,15,0,287493,15720,0.95,Inventory,0,0,Junior,Retail,Mortgage,Secured,0,0,0,0,0,-1,0.8478319320549519,1,0,0.9057227050811026,0,1,0.0392128744990225,0.5502252436755306,0,0,1,Irregular
73,1,478135,170349,13,1,116899,27416,0.8128499273217815,Vehicles,1,1,Senior,Retail,Other,Secured,0,0,0,0,0,0,0.9910201098833128,1,0,0.5272542507479783,0,0,0.2335661337470466,0.004076684148625609,0,0,0,Good
74,0,529989,965971,21,0,365177,76941,0.4561472030551577,Receivables,0,0,Senior,Transport,SME,Unsecured,45,60,1,0,0,-1,1.0408068077445773,0,0,0.6382184056194128,0,0,0.3291977850168187,0.2245653391962673,1,0,0,Good
75,0,366245,1810147,34,0,722493,101796,0.05,PlantMachinery,1,0,Junior,Energy,Mortgage,Unsecured,30,0,1,0,0,0,0.7551047658512381,0,0,0.4942549412492371,1,0,0.26250728410740126,0.5250422150231716,1,0,1,Good
76,0,1870582,709309,5,0,133321,20863,0.9398807429987032,Vehicles,0,0,Junior,Energy,Other,Unsecured,30,45,1,0,0,-1,0.7956192599368817,0,0,1.1838063174724125,0,0,0.1024260390704684,0.5945239764762315,0,0,0,Irregular
77,0,1433462,3671587,15,0,503163,58907,0.6900817740547012,PlantMachinery,1,1,Senior,Construction,Mortgage,Unsecured,45,0,1,0,0,-1,0.921135449024951,1,0,0.5432895327529004,0,0,0.2124473252121904,0.7143506432084397,0,0,0,Stressed
78,1,1033073,1715576,30,0,912559,71747,0.1861059189428046,Vehicles,0,0,Junior,Energy,SME,Partially Secured,0,0,0,0,0,-1,0.8283028876321702,2,0,0.5022053248279303,0,0,0.30855935467046575,0.3370028942416804,0,1,0,Stressed
79,1,2701340,230028,24,0,125611,13013,0.95,Property,0,0,Senior,Manufacturing,Corporate,Secured,0,0,0,0,0,0,1.0121213552191604,1,0,0.5727645466830555,0,1,0.6122367694861954,0.045474525601474636,1,1,0,Good
80,1,4123977,397688,21,0,160921,19564,0.95,Property,0,0,Senior,Services,Corporate,Partially Secured,0,30,0,0,0,-1,0.9360729725669027,1,0,0.5891691879421409,0,0,0.1536406504477628,0.08918168308516561,1,0,0,Stressed
81,0,261538,935511,33,0,218480,35197,0.299210822136745,Property,0,0,Senior,Retail,SME,Unsecured,60,15,1,1,0,1,0.7747391152971942,1,0,0.15533504608531734,0,0,0.27385267762578397,0.34035157723289566,0,0,0,Irregular
82,1,662004,116680,22,0,74275,7907,0.8997468293242941,Inventory,0,1,Senior,Services,SME,Secured,30,15,1,0,0,-1,0.4786727376693113,1,0,0.41677097618717307,0,0,0.13663399828583775,0.1123673583532942,0,1,0,High-Risk
83,1,2730904,1055993,26,0,610297,69942,0.8021332862671116,Vehicles,0,0,Senior,Construction,Corporate,Secured,0,0,0,0,0,-1,1.1498063210963987,0,0,0.32347352392746925,1,0,0.24136383759525423,0.17536399346154946,0,0,0,Good
84,1,753332,105057,34,0,70398,11236,0.9214662326835976,Guarantee,0,0,Senior,Retail,SME,Secured,0,0,0,0,0,0,0.7127835421111357,0,0,0.4661822657984569,0,0,0.3341977254248009,0.2645872007186137,0,0,0,Stressed
85,1,541335,2248506,11,0,1339840,142680,0.05,Receivables,1,0,Senior,Energy,Corporate,Secured,0,0,0,0,0,1,0.9215117291460521,0,1,1.056130259538608,1,0,0.08120615127040148,0.02556397240421948,0,1,0,Good
86,1,3330181,1978799,21,0,1219495,298027,0.7232979228456351,Vehicles,0,0,Senior,Construction,Corporate,Partially Secured,0,0,0,0,0,-1,0.46668166625618046,0,0,0.10670294045975737,1,0,0.5249812703782983,0.44033406636271877,0,0,0,Irregular
87,0,331207,1270930,25,1,374588,52169,0.05,Guarantee,0,0,Junior,Energy,Corporate,Unsecured,30,15,1,0,0,-1,0.847736683322839,2,1,0.3196429626453078,0,0,0.012093842147514633,0.8467829180539012,0,0,1,Irregular
88,1,889504,346810,27,0,150221,31785,0.8668516386660431,PlantMachinery,0,0,Junior,Retail,Corporate,Secured,30,15,1,0,0,0,0.8700523921724398,0,0,0.7814731262744972,0,0,0.18975452884966484,0.5288764298027795,0,0,1,Good
89,0,1670517,879600,35,0,92680,17248,0.95,Vehicles,0,0,Senior,Energy,SME,Unsecured,60,15,1,1,0,0,0.8797204145095324,0,0,0.4399980855089471,1,0,0.3273382299376674,0.5171563584441691,0,0,1,Irregular
90,1,677510,414689,4,0,204031,15720,0.7220542870215938,Vehicles,0,0,Senior,Retail,Corporate,Secured,15,0,0,0,0,0,1.4527586565435993,1,0,0.8923275448827394,0,0,0.18431996453641336,0.6267951960683722,0,0,0,Irregular
91,1,2631739,234709,5,0,146950,30326,0.95,Property,1,0,Senior,Energy,SME,Secured,0,0,0,0,0,-1,0.7237763252413134,2,0,0.9369808592793936,1,0,0.4761839999688981,0.7998242880030956,0,0,0,Irregular
92,0,680867,502515,30,1,152713,15206,0.798041320845334,PlantMachinery,1,0,Senior,Energy,Mortgage,Unsecured,30,0,1,0,0,0,1.0141328453913385,4,0,0.1877691818762816,0,1,0.26113449075466033,0.4778222258751653,0,0,0,Irregular
93,0,4919018,1572366,39,0,160859,36710,0.95,Vehicles,1,0,Junior,Transport,Mortgage,Unsecured,45,0,1,0,0,-1,0.9546464904418754,3,0,0.31825402945468,0,0,0.38206532131785464,0.5956810705393281,0,0,0,Irregular
94,1,1060502,765431,37,0,546208,106167,0.5850634888005869,Inventory,1,0,Junior,Services,SME,Secured,15,30,0,0,0,0,0.7142722014664827,0,0,1.1147301112357,0,1,0.5392158570149528,0.4840074446156594,0,0,0,Good
95,0,2353161,3597612,16,0,823826,159360,0.7176283305732162,Receivables,1,0,Senior,Construction,SME,Unsecured,45,15,1,0,0,0,1.011133880636186,0,1,0.7639045236908306,0,0,0.2867087213674691,0.5363164230538184,0,0,2,Good
96,1,2535810,1693585,26,0,1401310,155795,0.5088295258714178,Property,0,0,Senior,Energy,SME,Secured,15,0,0,0,0,0,0.8171358126138395,1,0,0.29773915784359545,0,0,0.0602770452997633,0.18811659628416286,0,0,0,High-Risk
97,1,642074,1505385,39,0,687309,88368,0.0671776150412569,Vehicles,0,0,Senior,Retail,Corporate,Partially Secured,15,0,0,0,0,0,1.0250486435153436,1,1,0.4232560235221463,0,0,0.24251186634668437,0.7931035910347894,0,0,1,Good
98,1,154278,124266,5,0,67370,13224,0.6490361555114792,PlantMachinery,1,0,Junior,Manufacturing,Corporate,Secured,15,45,0,0,0,1,1.2421925246843428,0,1,0.8270213152549586,0,0,0.34173437974894355,0.3213090508090272,1,0,0,Irregular
99,1,1725031,533026,25,0,430881,52866,0.780864807646935,Property,1,0,Senior,Transport,SME,Secured,0,15,0,0,0,-1,0.8801597781268199,0,0,0.6272674585593431,0,0,0.25856003408209943,0.11123470062113139,1,0,0,Stressed
100,1,1292757,226203,36,1,120439,16931,0.9199323616116564,Property,0,0,Senior,Energy,Mortgage,Secured,0,15,0,0,0,-1,0.7937749541863097,0,0,0.7079977204294168,1,0,0.24372961093082046,0.5311072107001404,0,0,0,Irregular
101,1,2096596,596417,11,0,315504,51043,0.873861726341174,Guarantee,0,0,Junior,Manufacturing,SME,Secured,0,0,0,0,0,0,1.0603112367620826,2,0,0.49847619284735023,0,0,0.30350859551871595,0.49420619505933594,0,0,0,Good
102,1,958833,340236,20,0,238673,26174,0.7783774651060196,Vehicles,1,0,Senior,Construction,SME,Secured,30,0,1,0,0,0,1.1293306331868682,1,0,0.5355472043112544,0,0,0.45222256350738804,0.22242043705075462,0,0,0,High-Risk
103,1,781970,481487,4,0,410045,83099,0.581894446078494,Guarantee,0,1,Senior,Services,SME,Partially Secured,0,60,0,0,0,-1,0.6733484921215901,2,0,0.922654306437902,0,0,0.4642332509923183,0.22688482314857034,0,0,1,Good
104,1,8961722,2343788,24,0,1187889,124634,0.8813559492249369,PlantMachinery,1,0,Junior,Transport,Corporate,Secured,15,30,0,0,0,0,0.7594085820923849,2,0,0.8498737147589575,0,0,0.29570037183615333,0.030885469687915,0,0,1,Irregular
105,0,275859,1230307,37,0,90429,5478,0.6920491990473394,PlantMachinery,1,0,Senior,Construction,Corporate,Unsecured,60,0,1,1,0,0,0.9850846543682523,1,0,0.27418635077119763,0,0,0.40045142929441835,0.6061055381690971,1,0,0,Good
106,1,2505378,2208503,33,0,1546159,320606,0.5108311001373844,Inventory,1,0,Junior,Energy,Other,Secured,0,30,0,0,0,0,0.8235935979170561,1,0,0.533689762789094,0,0,0.2945510326748199,0.519489649027078,0,0,0,High-Risk
107,1,676980,125398,28,0,91510,11370,0.8816213182073326,Property,0,0,Junior,Transport,Mortgage,Partially Secured,15,30,0,0,0,1,0.6591335974026425,0,0,0.8768911442560754,0,0,0.32870823925835,0.624478284074611,0,1,0,Irregular
108,0,859599,777448,16,0,306050,67079,0.72199711726049,Inventory,1,1,Junior,Energy,SME,Unsecured,45,0,1,0,0,0,0.958138965579079,1,0,0.0,0,0,0.5516335366215942,0.4359767540240617,0,0,0,Irregular
109,1,875803,2112484,30,0,1020204,178267,0.05,PlantMachinery,0,0,Senior,Construction,SME,Secured,0,0,0,0,0,-1,0.9842979431413545,4,0,0.09625579797676109,0,0,0.14877557037122124,0.4370315489045674,0,0,0,Irregular
110,1,538512,3824451,13,0,2781059,601273,0.05,Receivables,1,0,Senior,Services,Corporate,Partially Secured,0,0,0,0,0,0,0.7831228488206049,4,0,1.074396296980373,1,0,0.41061828650124366,0.6395933382113406,0,0,0,Stressed
111,1,2129130,132866,34,0,65262,8242,0.95,Receivables,0,0,Junior,Transport,SME,Secured,0,0,0,0,0,0,0.8622697530662473,0,0,0.6478229230803769,0,0,0.23310522305804984,0.44906738496693616,1,0,0,Good
