cust_id,region,sector,loan_amount,flood_risk_raw,storm_risk_raw,drought_risk_raw,heat_stress_raw,flood_index_100,storm_index_100,drought_index_100,heat_index_100,flood_score_1000,storm_score_1000,drought_score_1000,heat_score_1000,hazard_index_100,hazard_score_1000
11,EastAfrica_Droug,OilGas,131777.0,0.002017,0.182603,0.053194,1.84757,23.407502,10.325338,0.580774,67.378489,234.075021,103.253381,5.807741,673.784886,25.423026,254.230257
12,South_Asia_Coast,AutoManufacturing,210844.0,0.002932,0.4841,0.329243,1.495697,40.991445,48.012473,50.771501,49.784849,409.91445,480.124729,507.715012,497.848491,47.390067,473.900671
13,South_Asia_Coast,OilGas,70864.0,0.002924,0.43752,0.549954,1.181394,40.840067,42.19002,90.900773,34.069724,408.400668,421.900204,909.007735,340.697241,52.000146,520.001462
14,Gulf_Coast_Urban,Retail,50162.0,0.004819,0.190868,0.27434,1.490351,77.293673,11.35845,40.789026,49.517525,772.936733,113.5845,407.89026,495.17525,44.739669,447.396686
15,Gulf_Coast_Urban,Agriculture,50000.0,0.002053,0.37303,0.530515,2.1274,24.093221,34.128779,87.366339,81.370015,240.932206,341.287788,873.663391,813.700147,56.739588,567.395883
16,Gulf_Coast_Urban,Agriculture,50000.0,0.005838,0.528143,0.571168,1.063201,96.875855,53.517864,94.75788,28.160066,968.758555,535.17864,947.578799,281.600664,68.327916,683.279164
17,Gulf_Coast_Urban,OilGas,52575.0,0.003454,0.619896,0.180827,1.342887,51.046381,64.986938,23.786646,42.144361,510.463813,649.869376,237.866465,421.443612,45.491082,454.910816
18,SE_Asia_StormBel,Retail,50000.0,0.002267,0.331116,0.055585,0.905167,28.206684,28.889439,1.015505,20.258328,282.066837,288.894385,10.155047,202.583284,19.592489,195.924888
19,Gulf_Coast_Urban,AutoManufacturing,206113.0,0.002278,0.48104,0.456763,1.202378,28.428406,47.629959,73.956918,35.118897,284.28406,476.299591,739.569181,351.188966,46.283545,462.835449
20,Gulf_Coast_Urban,Agriculture,144616.0,0.000895,0.687264,0.368456,2.270219,1.829999,73.407947,57.901029,88.510971,18.299987,734.079469,579.010295,885.109709,55.412486,554.124865
21,SE_Asia_StormBel,OilGas,131720.0,0.004401,0.437798,0.240932,2.071445,69.243089,42.224775,34.714895,78.572251,692.430891,422.247748,347.148946,785.722512,56.188752,561.887524
22,EastAfrica_Droug,AutoManufacturing,54559.0,0.004835,0.852618,0.252182,1.247231,77.59483,94.077312,36.76038,37.361529,775.948303,940.773117,367.603798,373.615293,61.448513,614.485127
23,Gulf_Coast_Urban,Retail,50000.0,0.000969,0.124565,0.094537,0.764789,3.242777,3.070616,8.097725,13.239458,32.427773,30.70616,80.977252,132.394584,6.912644,69.126442
24,Gulf_Coast_Urban,Steel,173234.0,0.003847,0.308182,0.529087,1.33994,58.593454,26.022726,87.106736,41.997002,585.934539,260.227258,871.067358,419.970024,53.429979,534.299795
25,Gulf_Coast_Urban,Retail,78299.0,0.004865,0.206713,0.183136,2.043445,78.167267,13.339124,24.206456,77.172241,781.672668,133.391237,242.064561,771.722406,48.221272,482.212718
26,South_Asia_Coast,Banking,111131.0,0.002756,0.533033,0.103407,0.587602,37.624005,54.129067,9.710445,4.3801,376.240048,541.290672,97.104454,43.800997,26.460904,264.609043
27,Gulf_Coast_Urban,Retail,98263.0,0.00305,0.241899,0.478744,1.990681,43.274158,17.737351,77.953411,74.534068,432.741583,177.373508,779.534113,745.340681,53.374747,533.747471
28,SE_Asia_StormBel,AutoManufacturing,76765.0,0.00268,0.693472,0.316791,1.85982,36.16249,74.184043,48.507453,67.990993,361.6249,741.840426,485.074527,679.909931,56.711245,567.112446
29,SE_Asia_StormBel,AutoManufacturing,296467.0,0.002441,0.83468,0.469593,0.629298,31.565072,91.835002,76.289686,6.464894,315.650719,918.350019,762.896864,64.648942,51.538664,515.386636
30,EastAfrica_Droug,RealEstate,50000.0,0.003354,0.26576,0.546031,1.771281,49.114172,20.719966,90.187486,63.564029,491.141724,207.199656,901.874861,635.640289,55.896413,558.964132
31,SE_Asia_StormBel,RealEstate,50000.0,0.001664,0.82541,0.26017,1.097312,16.610066,90.676311,38.212699,29.865585,166.10066,906.763108,382.126985,298.655847,43.841165,438.41165
32,Gulf_Coast_Urban,AutoManufacturing,222554.0,0.003092,0.605404,0.079959,0.854571,44.068768,63.175523,5.447121,17.728532,440.687681,631.755227,54.471214,177.28532,32.604986,326.049861
33,EastAfrica_Droug,AutoManufacturing,63937.0,0.005697,0.256937,0.189282,1.269764,94.182512,19.617065,25.323945,38.488195,941.825124,196.170647,253.239447,384.881951,44.402929,444.029292
34,South_Asia_Coast,Steel,54136.0,0.000942,0.689236,0.078088,0.910776,2.74021,73.654548,5.106998,20.538776,27.402098,736.545478,51.069984,205.387761,25.510133,255.10133
35,South_Asia_Coast,Steel,50000.0,0.001657,0.172699,0.132035,2.149112,16.474342,9.087368,14.915476,82.455588,164.743416,90.873676,149.154764,824.555878,30.733193,307.331934
36,South_Asia_Coast,Retail,103099.0,0.004844,0.653719,0.516921,1.984001,77.770239,69.214823,84.894705,74.200051,777.702391,692.148225,848.947051,742.000506,76.519954,765.199543
37,Gulf_Coast_Urban,Banking,50000.0,0.001487,0.789009,0.567781,2.461506,13.205709,86.126132,94.142021,98.075295,132.05709,861.261322,941.420211,980.75295,72.887289,728.872893
38,EastAfrica_Droug,Agriculture,50000.0,0.002211,0.860301,0.422302,1.56815,27.12809,95.037602,67.691306,53.407485,271.2809,950.37602,676.913063,534.074846,60.816121,608.161207
39,South_Asia_Coast,Banking,101748.0,0.003165,0.143625,0.452502,0.678412,45.483892,5.453112,73.182219,8.920582,454.838924,54.531117,731.822186,89.205822,33.259951,332.599512
40,Gulf_Coast_Urban,Steel,64512.0,0.005704,0.149548,0.452317,1.235537,94.316226,6.193559,73.148567,36.776862,943.162258,61.935588,731.485671,367.768622,52.608803,526.088035
41,EastAfrica_Droug,Retail,50000.0,0.001754,0.844324,0.117846,2.177274,18.350119,93.040489,12.335574,83.863705,183.501187,930.404888,123.355744,838.637049,51.897472,518.974717
42,SE_Asia_StormBel,Banking,61428.0,0.0056,0.731674,0.075912,1.293726,92.308459,78.959257,4.711253,39.686321,923.084594,789.592572,47.112526,396.863211,53.916323,539.163226
43,EastAfrica_Droug,OilGas,182704.0,0.004536,0.719414,0.43412,1.41135,71.852451,77.426717,69.839934,45.567513,718.524513,774.267167,698.399342,455.675127,66.171654,661.716537
44,South_Asia_Coast,RealEstate,110442.0,0.00429,0.694097,0.070579,1.323942,67.114491,74.262173,3.741672,41.197086,671.144912,742.621729,37.416722,411.970863,46.578856,465.788556
45,Gulf_Coast_Urban,Banking,201669.0,0.004562,0.673864,0.496465,0.970757,72.354252,71.732962,81.175481,23.537869,723.542524,717.329616,811.754813,235.37869,62.200141,622.001411
46,South_Asia_Coast,Agriculture,50000.0,0.000962,0.590578,0.375126,0.64639,3.124662,61.322288,59.113792,7.319521,31.246619,613.222878,591.137915,73.195211,32.720066,327.200656
47,Gulf_Coast_Urban,Retail,140953.0,0.001314,0.750192,0.112431,0.861121,9.890026,81.274004,11.351033,18.056032,98.900261,812.740045,113.510327,180.560324,30.142774,301.427739
48,SE_Asia_StormBel,Banking,50000.0,0.002541,0.127338,0.412611,1.227886,33.484153,3.41724,65.929299,36.394308,334.841529,34.172401,659.292988,363.943078,34.80625,348.062499
49,SE_Asia_StormBel,AutoManufacturing,50000.0,0.001185,0.692242,0.383469,0.990875,7.396753,74.030211,60.630704,24.543769,73.967533,740.302109,606.307042,245.437689,41.650359,416.503593
50,Gulf_Coast_Urban,OilGas,50000.0,0.005935,0.566334,0.25697,1.64547,98.758971,58.29175,37.630954,57.27352,987.589709,582.9175,376.309538,572.7352,62.988799,629.887987
51,South_Asia_Coast,RealEstate,66511.0,0.003818,0.825967,0.499746,1.727811,58.041221,90.745909,81.772011,61.390566,580.412208,907.459092,817.720113,613.905661,72.987427,729.874268
52,South_Asia_Coast,OilGas,136266.0,0.003334,0.849099,0.217535,1.640132,48.734367,93.637384,30.460832,57.006607,487.343671,936.373841,304.608322,570.066075,57.459798,574.597977
53,South_Asia_Coast,Retail,76752.0,0.004885,0.293064,0.25785,0.669838,78.551178,24.133051,37.79097,8.491904,785.511785,241.330508,377.909704,84.919036,37.241776,372.417758
54,South_Asia_Coast,Steel,52964.0,0.00588,0.731568,0.433143,1.833721,97.695921,78.946009,69.6623,66.686032,976.959207,789.460085,696.622996,666.86032,78.247565,782.475652
55,SE_Asia_StormBel,RealEstate,50000.0,0.005767,0.865599,0.463617,1.269159,95.513,95.699873,75.203121,38.457948,955.13,956.998727,752.031208,384.579485,76.218486,762.184855
56,South_Asia_Coast,OilGas,105268.0,0.004924,0.31332,0.200459,2.256318,79.306488,26.664952,27.356111,87.815878,793.064885,266.649517,273.561107,878.158777,55.285857,552.858571
57,EastAfrica_Droug,Steel,129430.0,0.002761,0.780868,0.059232,1.551229,37.717424,85.108474,1.67862,52.561437,377.174237,851.084743,16.786199,525.614369,44.266489,442.664887
58,Gulf_Coast_Urban,Agriculture,76011.0,0.001143,0.569224,0.146967,0.669029,6.595949,58.652966,17.630376,8.451467,65.959492,586.529657,176.303764,84.514669,22.83269,228.326895
59,EastAfrica_Droug,Retail,50000.0,0.001312,0.415996,0.194758,0.518436,9.837698,39.499519,26.319656,0.921809,98.376978,394.995186,263.196565,9.21809,19.14467,191.446704
60,Gulf_Coast_Urban,Retail,114344.0,0.000806,0.758888,0.547754,1.905025,0.115234,82.36094,90.500725,70.251229,1.152341,823.609398,905.007254,702.512292,60.807032,608.070321
61,Gulf_Coast_Urban,RealEstate,159819.0,0.00081,0.796239,0.541486,1.301021,0.190284,87.029906,89.361055,40.051074,1.902843,870.299061,893.610547,400.510736,54.15808,541.580797
62,Gulf_Coast_Urban,OilGas,204110.0,0.005669,0.326117,0.413384,1.075992,93.64218,28.264681,66.069766,28.799587,936.421799,282.646807,660.697655,287.995874,54.194053,541.940534
63,South_Asia_Coast,Agriculture,50000.0,0.00562,0.73557,0.440126,1.394358,92.701697,79.446296,70.931971,44.717904,927.016969,794.462962,709.319711,447.179041,71.949467,719.494671
64,Gulf_Coast_Urban,AutoManufacturing,84884.0,0.004271,0.139729,0.391689,0.644786,66.75538,4.966148,62.125288,7.239289,667.5538,49.661482,621.25288,72.392894,35.271526,352.715264
65,Gulf_Coast_Urban,RealEstate,50000.0,0.004579,0.43413,0.478552,1.283969,72.667672,41.766258,77.918508,39.198433,726.676724,417.662583,779.185076,391.984335,57.887718,578.877179
66,SE_Asia_StormBel,AutoManufacturing,50000.0,0.003469,0.155828,0.24316,1.1294,51.320846,6.978526,35.120025,31.469976,513.208457,69.785263,351.200254,314.699758,31.222343,312.223433
67,EastAfrica_Droug,RealEstate,212472.0,0.002037,0.335069,0.350688,2.100378,23.784226,29.383564,54.670606,80.018914,237.842256,293.835639,546.706064,800.189139,46.964327,469.643275
68,South_Asia_Coast,OilGas,94057.0,0.005555,0.860292,0.418862,0.849708,91.438505,95.036494,67.065899,17.485401,914.385049,950.364945,670.658988,174.854008,67.756575,677.565747
69,EastAfrica_Droug,Agriculture,168417.0,0.002244,0.68779,0.307636,2.012634,27.769147,73.473745,46.842902,75.63169,277.691467,734.737448,468.429021,756.316904,55.929371,559.29371
70,South_Asia_Coast,OilGas,50000.0,0.004646,0.70448,0.474968,1.500805,73.967126,75.559952,77.266889,50.040253,739.671261,755.599519,772.668886,500.402533,69.208555,692.08555
71,South_Asia_Coast,Retail,75413.0,0.002076,0.207589,0.562923,0.663776,24.543568,13.448638,93.258754,8.188795,245.435685,134.486383,932.587539,81.887949,34.859939,348.599389
72,Gulf_Coast_Urban,AutoManufacturing,89917.0,0.005325,0.562949,0.41509,2.439357,87.014842,57.86859,66.380037,96.967855,870.148418,578.685904,663.80037,969.678548,77.057831,770.57831
73,EastAfrica_Droug,Steel,50000.0,0.004186,0.411068,0.091069,1.968419,65.123943,38.883543,7.467075,73.420965,651.239434,388.835426,74.670754,734.209649,46.223882,462.238816
74,South_Asia_Coast,Banking,196864.0,0.004142,0.687344,0.38563,1.020189,64.269502,73.418015,61.02365,26.009427,642.695021,734.180155,610.236502,260.094267,56.180149,561.801486
75,South_Asia_Coast,Retail,50000.0,0.001306,0.225669,0.432973,1.663507,9.736724,15.708571,69.631543,58.175329,97.367237,157.085709,696.315435,581.753289,38.313042,383.130417
76,South_Asia_Coast,Retail,86069.0,0.002981,0.325537,0.205788,2.299871,41.94689,28.192125,28.325138,89.993553,419.468903,281.92125,283.251379,899.93553,47.114427,471.144266
77,South_Asia_Coast,AutoManufacturing,50000.0,0.00353,0.818858,0.226972,2.361614,52.490851,89.857277,32.17678,93.080697,524.908508,898.572774,321.767801,930.806968,66.901401,669.014013
78,EastAfrica_Droug,RealEstate,50000.0,0.002329,0.235824,0.377461,1.962316,29.403629,16.977962,59.538393,73.115804,294.036288,169.779617,595.383925,731.15804,44.758947,447.589468
79,Gulf_Coast_Urban,Retail,124299.0,0.005381,0.60593,0.438912,1.95534,88.097461,63.241201,70.711344,72.767015,880.974612,632.412011,707.113437,727.670155,73.704255,737.042554
80,EastAfrica_Droug,Banking,81085.0,0.005156,0.352122,0.529287,1.054722,83.766994,31.515188,87.143005,27.736125,837.669942,315.151879,871.430048,277.361247,57.540328,575.403279
81,South_Asia_Coast,Agriculture,72388.0,0.003367,0.165508,0.469387,2.479524,49.362091,8.188529,76.252199,98.976195,493.620912,81.885286,762.521987,989.761951,58.194753,581.947534
82,SE_Asia_StormBel,Retail,50000.0,0.002568,0.278946,0.123684,0.986962,34.00312,22.368239,13.397073,24.34812,340.031203,223.682391,133.970726,243.481205,23.529138,235.291381
83,Gulf_Coast_Urban,Agriculture,79337.0,0.004968,0.795527,0.24145,0.678813,80.154227,86.940933,34.809144,8.940643,801.542272,869.409331,348.091437,89.406431,52.711237,527.112368
84,EastAfrica_Droug,OilGas,164883.0,0.001824,0.82844,0.131821,2.45476,19.689145,91.054958,14.876559,97.738017,196.891448,910.549578,148.765586,977.380174,55.83967,558.396696
85,Gulf_Coast_Urban,RealEstate,50000.0,0.001172,0.435867,0.466318,0.805691,7.151632,41.983359,75.694127,15.284546,71.516315,419.833593,756.941267,152.845464,35.028416,350.28416
86,Gulf_Coast_Urban,Agriculture,93734.0,0.001038,0.596721,0.196547,1.543227,4.571049,62.090094,26.644871,52.161348,45.710486,620.900936,266.448714,521.613478,36.36684,363.668404
87,South_Asia_Coast,Retail,70403.0,0.001001,0.516398,0.117929,1.436487,3.868326,52.04981,12.35075,46.82434,38.683261,520.498097,123.507501,468.243404,28.773307,287.733066
88,SE_Asia_StormBel,RealEstate,51662.0,0.003342,0.323755,0.102926,2.196412,48.888866,27.969405,9.623,84.820602,488.888656,279.694053,96.229998,848.206024,42.825468,428.254683
89,South_Asia_Coast,Banking,50000.0,0.002128,0.375836,0.112973,1.293318,25.531364,34.479532,11.449581,39.665923,255.313636,344.795318,114.495807,396.659226,27.7816,277.815997
90,SE_Asia_StormBel,RealEstate,59302.0,0.00439,0.521456,0.185915,1.504363,69.037512,52.682049,24.711861,50.218146,690.375121,526.820489,247.118612,502.18146,49.162392,491.623921
91,EastAfrica_Droug,Agriculture,102555.0,0.0042,0.65629,0.480295,0.587475,65.389157,69.536205,78.23549,4.37377,653.891574,695.362046,782.354898,43.737699,54.383655,543.836554
92,South_Asia_Coast,Agriculture,77589.0,0.003619,0.379885,0.18075,0.915675,54.202001,34.985617,23.772784,20.783731,542.020007,349.856172,237.727836,207.837309,33.436033,334.360331
93,South_Asia_Coast,Steel,50000.0,0.002635,0.659132,0.204751,2.165991,35.284328,69.891488,28.136458,83.299566,352.843281,698.914875,281.364583,832.995658,54.15296,541.529599
94,SE_Asia_StormBel,Steel,162372.0,0.005222,0.868785,0.534382,1.456722,85.045624,96.098082,88.069372,47.83612,850.456245,960.980817,880.693719,478.361202,79.2623,792.622996
95,South_Asia_Coast,RealEstate,223762.0,0.00449,0.119646,0.293273,0.961863,70.970275,2.455716,44.231502,23.093172,709.702753,24.557158,442.315025,230.93172,35.187666,351.876664
96,SE_Asia_StormBel,AutoManufacturing,54852.0,0.002212,0.23107,0.329855,1.237815,27.152612,16.383703,50.882785,36.890734,271.526124,163.837029,508.827851,368.907344,32.827459,328.274587
97,SE_Asia_StormBel,AutoManufacturing,380355.0,0.003409,0.833017,0.051497,1.070191,50.168866,91.627121,0.272231,28.509562,501.688662,916.271208,2.72231,285.095623,42.644445,426.444451
98,Gulf_Coast_Urban,Steel,50000.0,0.001613,0.157256,0.095159,1.612442,15.627121,7.156971,8.210758,55.622081,156.271209,71.56971,82.107581,556.220807,21.654233,216.542327
99,EastAfrica_Droug,Retail,50000.0,0.00251,0.712037,0.457328,0.602892,32.877629,76.504675,74.059645,5.144602,328.776291,765.046752,740.596445,51.446018,47.146638,471.466377
100,EastAfrica_Droug,OilGas,50000.0,0.005985,0.599183,0.233405,0.94994,99.714018,62.397825,33.346311,22.496985,997.140183,623.978252,333.463108,224.969851,54.488785,544.887849
101,EastAfrica_Droug,RealEstate,72847.0,0.001964,0.138161,0.132246,1.20993,22.384422,4.77009,14.953829,35.4965,223.84422,47.700904,149.538288,354.964996,19.40121,194.012102
102,SE_Asia_StormBel,OilGas,50000.0,0.004431,0.100582,0.285843,2.356428,69.830236,0.072747,42.880619,92.82141,698.302356,0.727465,428.806189,928.214104,51.401253,514.012528
103,Gulf_Coast_Urban,Steel,50000.0,0.00204,0.501599,0.074804,1.746556,23.841865,50.199914,4.509769,62.327821,238.418646,501.999143,45.097693,623.27821,35.219842,352.198423
104,SE_Asia_StormBel,Agriculture,626335.0,0.005678,0.193876,0.440157,1.508507,93.813454,11.734543,70.937626,50.425366,938.134539,117.345426,709.376261,504.253656,56.727747,567.27747
105,South_Asia_Coast,Banking,50000.0,0.002413,0.797772,0.094106,0.881647,31.013284,87.221556,8.019237,19.082345,310.132845,872.215559,80.192367,190.823454,36.334106,363.341056
106,Gulf_Coast_Urban,RealEstate,50000.0,0.002603,0.48462,0.080181,1.615706,34.668907,48.077466,5.487467,55.785302,346.689075,480.774659,54.87467,557.85302,36.004786,360.047856
107,Gulf_Coast_Urban,Steel,50000.0,0.003888,0.287555,0.280836,2.358019,59.385977,23.444396,41.970098,92.900955,593.859773,234.443961,419.700977,929.009551,54.425357,544.253566
108,South_Asia_Coast,Retail,50000.0,0.003858,0.234564,0.372891,1.632619,58.811177,16.820488,58.70744,56.63093,588.111771,168.204882,587.074399,566.309305,47.742509,477.425089
109,Gulf_Coast_Urban,Banking,50000.0,0.003811,0.768618,0.470144,0.829548,57.907639,83.577262,76.389766,16.477406,579.07639,835.772618,763.89766,164.774057,58.588018,585.880181
110,EastAfrica_Droug,RealEstate,50000.0,0.003781,0.674991,0.089029,2.494238,57.325467,71.873876,7.096117,99.7119,573.254668,718.738759,70.961172,997.118997,59.00184,590.018399
111,Gulf_Coast_Urban,RealEstate,52836.0,0.002423,0.67437,0.234151,1.497715,31.218689,71.796277,33.481975,49.885758,312.186894,717.962773,334.819749,498.857585,46.595675,465.95675
112,Gulf_Coast_Urban,AutoManufacturing,99366.0,0.003059,0.168245,0.197711,1.139111,43.441022,8.530675,26.856584,31.955526,434.410223,85.306748,268.565844,319.555263,27.695952,276.95952
113,South_Asia_Coast,Agriculture,181367.0,0.003886,0.599614,0.459067,1.506752,59.343344,62.45178,74.375839,50.337613,593.433443,624.5178,743.758395,503.376132,61.627144,616.271443
114,South_Asia_Coast,RealEstate,50000.0,0.004291,0.795586,0.253184,1.027382,67.127012,86.948258,36.942598,26.36908,671.270124,869.482583,369.425984,263.690795,54.346737,543.467372
115,SE_Asia_StormBel,Agriculture,60152.0,0.002116,0.712721,0.39532,0.560746,25.312901,76.590063,62.785386,3.037317,253.129014,765.900629,627.85386,30.373168,41.931417,419.314168
116,South_Asia_Coast,Steel,86734.0,0.004448,0.194525,0.319158,2.279043,70.147506,11.815669,48.93783,88.952129,701.475062,118.156686,489.378298,889.521288,54.963283,549.632833
117,South_Asia_Coast,Retail,50000.0,0.005601,0.859423,0.363312,1.357749,92.327625,94.927937,56.965839,42.887443,923.27625,949.27937,569.658392,428.874431,71.777211,717.772111
118,Gulf_Coast_Urban,Banking,52991.0,0.004741,0.155787,0.251095,2.005785,75.79277,6.973437,36.562748,75.28927,757.927703,69.734373,365.627485,752.8927,48.654557,486.545565
119,South_Asia_Coast,Banking,50000.0,0.001238,0.545523,0.181593,2.442511,8.42328,55.690432,23.92596,97.125538,84.232803,556.904315,239.259604,971.25538,46.291303,462.913026
120,SE_Asia_StormBel,Retail,128226.0,0.003239,0.85601,0.082857,1.765175,46.912622,94.501233,5.974005,63.258758,469.12622,945.012332,59.740054,632.587576,52.661655,526.616546
121,South_Asia_Coast,RealEstate,243156.0,0.003063,0.757805,0.145408,1.883233,43.526384,82.225673,17.346924,69.161634,435.263836,822.256729,173.469235,691.616339,53.065153,530.651534
122,South_Asia_Coast,RealEstate,50000.0,0.00255,0.644663,0.14493,2.386482,33.650331,68.082899,17.260046,94.324095,336.503312,680.828995,172.600463,943.240948,53.329343,533.293429
123,Gulf_Coast_Urban,Steel,166707.0,0.003355,0.785075,0.564163,1.533109,49.132014,85.634366,93.484129,51.655445,491.32014,856.343665,934.841291,516.554446,69.976489,699.764885
124,EastAfrica_Droug,AutoManufacturing,50000.0,0.003086,0.638625,0.565559,1.1398,43.963377,67.328132,93.738074,31.989988,439.633773,673.281315,937.380744,319.899878,59.254893,592.548928
125,Gulf_Coast_Urban,AutoManufacturing,70301.0,0.000832,0.143959,0.190691,2.342769,0.617048,5.494881,25.580128,92.138426,6.170477,54.948815,255.801283,921.384257,30.957621,309.576208
126,Gulf_Coast_Urban,AutoManufacturing,73718.0,0.00203,0.380698,0.108103,0.637988,23.655528,35.087195,10.56418,6.899411,236.555278,350.871945,105.641797,68.994109,19.051578,190.515782
127,South_Asia_Coast,Agriculture,50000.0,0.001912,0.441698,0.204945,0.929216,21.378215,42.712253,28.17182,21.460795,213.782145,427.122528,281.718195,214.607954,28.430771,284.307706
128,South_Asia_Coast,AutoManufacturing,50000.0,0.002616,0.537102,0.488046,1.182529,34.925954,54.637726,79.644738,34.126465,349.259541,546.377261,796.447385,341.264647,50.833721,508.337209
129,EastAfrica_Droug,Retail,50000.0,0.001707,0.283712,0.528921,2.064223,17.445674,22.964044,87.076613,78.211162,174.456742,229.640439,870.766133,782.111621,51.424373,514.243734
130,SE_Asia_StormBel,Banking,50000.0,0.001153,0.804938,0.325606,2.307803,6.780144,88.117242,50.11017,90.390145,67.801444,881.17242,501.1017,903.901447,58.849425,588.494253
131,Gulf_Coast_Urban,Banking,50000.0,0.001822,0.282961,0.347065,1.403573,19.661286,22.870066,54.011904,45.178655,196.612855,228.700663,540.119045,451.78655,35.430478,354.304778
132,Gulf_Coast_Urban,Agriculture,50726.0,0.005242,0.626075,0.302287,1.072255,85.418679,65.759366,45.87036,28.612769,854.186786,657.593664,458.703604,286.127692,56.415294,564.152937
133,EastAfrica_Droug,Steel,55859.0,0.004945,0.801286,0.150543,1.206421,79.703934,87.660743,18.280556,35.321072,797.039341,876.607434,182.805558,353.210724,55.241576,552.415764
134,Gulf_Coast_Urban,Retail,55509.0,0.003099,0.68625,0.077376,1.813095,44.20962,73.281306,4.977377,65.654731,442.096197,732.813058,49.773769,656.547314,47.030758,470.307585
135,South_Asia_Coast,Banking,110477.0,0.005365,0.20881,0.391768,0.816014,87.781503,13.601263,62.139695,15.800712,877.815034,136.012632,621.396948,158.007117,44.830793,448.307933
136,Gulf_Coast_Urban,Retail,50000.0,0.00201,0.861115,0.489301,1.594862,23.266562,95.139419,79.872989,54.743079,232.665618,951.394185,798.729891,547.430786,63.255512,632.55512
137,SE_Asia_StormBel,Banking,50000.0,0.003838,0.173533,0.462141,1.676887,58.420914,9.191658,74.934729,58.84433,584.209141,91.916581,749.347286,588.443298,50.347908,503.479076
138,South_Asia_Coast,OilGas,464159.0,0.001543,0.260054,0.545163,1.915712,14.292488,20.006724,90.029546,70.785575,142.924876,200.06724,900.295465,707.85575,48.778583,487.785833
139,Gulf_Coast_Urban,Steel,121711.0,0.005134,0.211394,0.497506,1.707796,83.340069,13.924309,81.364794,60.389791,833.40069,139.243094,813.647943,603.897908,59.754741,597.547409
140,South_Asia_Coast,Steel,122268.0,0.001479,0.633534,0.208167,0.693911,13.058156,66.691705,28.757612,9.695562,130.581557,666.917055,287.576123,96.955621,29.550759,295.507589
141,South_Asia_Coast,OilGas,50000.0,0.000966,0.745928,0.114248,1.877598,3.186016,80.741007,11.68137,68.879889,31.860159,807.410075,116.813699,688.798888,41.122071,411.220705
142,Gulf_Coast_Urban,Agriculture,51189.0,0.002222,0.290413,0.286904,0.543495,27.344423,23.801586,43.073383,2.174743,273.44423,238.015862,430.733832,21.747431,24.098534,240.985339
143,SE_Asia_StormBel,Banking,50000.0,0.005485,0.883399,0.241569,1.280618,90.093509,97.924849,34.830792,39.03088,900.935089,979.24849,348.307916,390.308804,65.470007,654.700075
144,Gulf_Coast_Urban,Banking,95644.0,0.001473,0.211395,0.45072,1.334126,12.945708,13.924379,72.858271,41.706294,129.457082,139.243792,728.582714,417.062938,35.358663,353.586631
145,Gulf_Coast_Urban,Banking,183549.0,0.002519,0.352695,0.087385,0.733261,33.067027,31.586851,6.79735,11.663048,330.670269,315.868515,67.973505,116.630482,20.778569,207.785693
146,EastAfrica_Droug,AutoManufacturing,50000.0,0.002445,0.492247,0.568656,0.519714,31.641499,49.030923,94.301013,0.985714,316.414993,490.309233,943.010129,9.857139,43.989787,439.897874
