cust_id,region,sector,loan_amount,emissions_intensity_raw,transition_risk_raw,emissions_index_100,transition_index_100,emissions_score_1000,transition_score_1000,transition_combined_index_100,transition_combined_score_1000
80,EastAfrica_Droug,Banking,81085.0,0.517263,0.277194,21.961209,21.637548,219.61209,216.375478,21.767012,217.670123
81,South_Asia_Coast,Agriculture,72388.0,1.306168,1.0618,63.482548,96.36194,634.825475,963.619403,83.210183,832.101832
82,SE_Asia_StormBel,Retail,50000.0,0.723813,0.517099,32.832249,44.485628,328.322492,444.856281,39.824277,398.242765
83,Gulf_Coast_Urban,Agriculture,79337.0,1.8006,0.284347,89.505267,22.318778,895.052665,223.187781,49.193373,491.933735
84,EastAfrica_Droug,OilGas,164883.0,0.991245,0.081761,46.907657,3.024885,469.076571,30.248854,20.577994,205.779941
85,Gulf_Coast_Urban,RealEstate,50000.0,1.378416,0.111664,67.285028,5.872792,672.850281,58.727916,30.437686,304.376862
86,Gulf_Coast_Urban,Agriculture,93734.0,0.975799,0.109252,46.094687,5.643034,460.946868,56.430343,21.823695,218.236953
87,South_Asia_Coast,Retail,70403.0,1.833824,0.083064,91.25388,3.148964,912.538801,31.48964,38.39093,383.909304
88,SE_Asia_StormBel,RealEstate,51662.0,1.40608,0.625905,68.741068,54.848089,687.410682,548.480892,60.405281,604.052808
89,South_Asia_Coast,Banking,50000.0,1.320101,0.938941,64.215844,84.66106,642.15844,846.610595,76.482973,764.829733
90,SE_Asia_StormBel,RealEstate,59302.0,1.225372,0.413356,59.230089,34.605368,592.300887,346.053677,44.455256,444.552561
91,EastAfrica_Droug,Agriculture,102555.0,1.978362,0.416176,98.861152,34.873929,988.61152,348.739288,60.468818,604.688181
92,South_Asia_Coast,Agriculture,77589.0,1.40104,0.159256,68.475768,10.40538,684.757685,104.053804,33.633536,336.335356
93,South_Asia_Coast,Steel,50000.0,1.532866,0.051244,75.414018,0.118489,754.140183,1.184886,30.2367,302.367005
94,SE_Asia_StormBel,Steel,162372.0,0.255253,1.049343,8.171201,95.175517,81.712011,951.755169,60.373791,603.737906
95,South_Asia_Coast,RealEstate,223762.0,1.647023,0.530584,81.422251,45.769939,814.222511,457.699393,60.030864,600.30864
96,SE_Asia_StormBel,AutoManufacturing,54852.0,1.233762,0.824259,59.671669,73.738924,596.716686,737.389238,68.112022,681.120217
97,SE_Asia_StormBel,AutoManufacturing,380355.0,0.739658,0.96162,33.666193,86.820975,336.661931,868.209752,65.559062,655.590624
98,Gulf_Coast_Urban,Steel,50000.0,1.205212,0.167563,58.169045,11.19652,581.690451,111.965195,29.98553,299.855297
99,EastAfrica_Droug,Retail,50000.0,1.288545,0.325755,62.555013,26.262336,625.550131,262.623362,40.779407,407.79407
100,EastAfrica_Droug,OilGas,50000.0,0.59436,0.577079,26.018945,50.198022,260.189454,501.980217,40.526391,405.263912
101,EastAfrica_Droug,RealEstate,72847.0,0.930423,0.362254,43.706467,29.738512,437.064671,297.385119,35.325694,353.25694
102,SE_Asia_StormBel,OilGas,50000.0,1.47056,0.105934,72.134741,5.327082,721.347407,53.27082,32.050145,320.501455
103,Gulf_Coast_Urban,Steel,50000.0,0.529111,0.987505,22.584806,89.286149,225.848056,892.861493,62.605612,626.056118
104,SE_Asia_StormBel,Agriculture,626335.0,1.688638,0.312334,83.612534,24.984162,836.125338,249.841623,48.435511,484.355109
105,South_Asia_Coast,Banking,50000.0,0.2473,0.12642,7.752651,7.27805,77.52651,72.780502,7.467891,74.678905
106,Gulf_Coast_Urban,RealEstate,50000.0,1.204314,0.493451,58.121778,42.233441,581.217778,422.334407,48.588776,485.887755
107,Gulf_Coast_Urban,Steel,50000.0,0.821405,0.89462,37.968678,80.440031,379.686784,804.400306,63.45149,634.514898
108,South_Asia_Coast,Retail,50000.0,0.201295,0.226871,5.33134,16.844818,53.313401,168.44818,12.239427,122.394269
109,Gulf_Coast_Urban,Banking,50000.0,1.571525,0.508738,77.448688,43.689329,774.486881,436.893294,57.193073,571.930729
110,EastAfrica_Droug,RealEstate,50000.0,1.138429,0.244801,54.654184,18.552479,546.541841,185.524794,32.993161,329.931613
111,Gulf_Coast_Urban,RealEstate,52836.0,1.459119,0.909024,71.532583,81.811768,715.325825,818.117676,77.700094,777.000936
112,Gulf_Coast_Urban,AutoManufacturing,99366.0,0.822234,0.598983,38.012319,52.284059,380.123191,522.840592,46.575363,465.753632
113,South_Asia_Coast,Agriculture,181367.0,1.733279,0.657292,85.962036,57.837355,859.620362,578.373548,69.087227,690.872274
114,South_Asia_Coast,RealEstate,50000.0,0.259042,0.834926,8.370651,74.754857,83.70651,747.548567,48.201174,482.011744
115,SE_Asia_StormBel,Agriculture,60152.0,0.543372,1.036689,23.335344,93.970343,233.353439,939.703433,65.716344,657.163435
116,South_Asia_Coast,Steel,86734.0,1.609746,0.161089,79.460315,10.579893,794.60315,105.79893,38.132062,381.320618
117,South_Asia_Coast,Retail,50000.0,1.913891,0.937831,95.467926,84.555357,954.679256,845.553569,88.920384,889.203844
118,Gulf_Coast_Urban,Banking,52991.0,1.708247,0.54794,84.644572,47.422867,846.44572,474.22867,62.311549,623.11549
119,South_Asia_Coast,Banking,50000.0,0.538635,0.722525,23.08604,64.050006,230.860396,640.500062,47.66442,476.644196
120,SE_Asia_StormBel,Retail,128226.0,0.762223,0.945414,34.853853,85.277571,348.538535,852.775713,65.108084,651.080842
121,South_Asia_Coast,RealEstate,243156.0,1.554443,0.392985,76.549617,32.665197,765.496167,326.651966,50.218965,502.189647
122,South_Asia_Coast,RealEstate,50000.0,1.897917,0.963007,94.627196,86.953084,946.271955,869.53084,90.022729,900.227286
123,Gulf_Coast_Urban,Steel,166707.0,0.64957,0.712988,28.924731,63.14176,289.247314,631.417604,49.454949,494.549488
124,EastAfrica_Droug,AutoManufacturing,50000.0,0.83405,0.342961,38.634211,27.901056,386.342106,279.010556,32.194318,321.943176
125,Gulf_Coast_Urban,AutoManufacturing,70301.0,0.143458,1.015783,2.28725,91.979291,22.872503,919.792913,56.102475,561.024749
126,Gulf_Coast_Urban,AutoManufacturing,73718.0,1.058364,0.110726,50.440187,5.783457,504.401866,57.834568,23.646149,236.461488
127,South_Asia_Coast,Agriculture,50000.0,0.267507,0.670072,8.816174,59.054449,88.161737,590.544493,38.959139,389.59139
128,South_Asia_Coast,AutoManufacturing,50000.0,0.262627,0.067711,8.559293,1.686742,85.592934,16.867417,4.435762,44.357624
129,EastAfrica_Droug,Retail,50000.0,1.546501,0.13576,76.131614,8.167648,761.316136,81.676484,35.353234,353.532345
130,SE_Asia_StormBel,Banking,50000.0,0.753448,0.155179,34.39199,10.017035,343.919902,100.170349,19.767017,197.67017
131,Gulf_Coast_Urban,Banking,50000.0,1.877716,0.988978,93.563975,89.426515,935.639754,894.265153,91.081499,910.814993
132,Gulf_Coast_Urban,Agriculture,50726.0,1.460559,0.636638,71.608357,55.870278,716.083572,558.702779,62.16551,621.655096
133,EastAfrica_Droug,Steel,55859.0,0.660048,0.323012,29.476224,26.001126,294.762239,260.011257,27.391165,273.91165
134,Gulf_Coast_Urban,Retail,55509.0,1.395576,0.460167,68.188202,39.063548,681.88202,390.635477,50.713409,507.134094
135,South_Asia_Coast,Banking,110477.0,1.74464,0.92995,86.559984,83.804807,865.599837,838.048073,84.906878,849.068779
136,Gulf_Coast_Urban,Retail,50000.0,0.928471,0.648621,43.603713,57.01148,436.037128,570.114804,51.648373,516.483733
137,SE_Asia_StormBel,Banking,50000.0,1.167366,0.08321,56.177168,3.162856,561.771681,31.628561,24.368581,243.685809
138,South_Asia_Coast,OilGas,464159.0,0.513228,0.964789,21.748839,87.122753,217.488392,871.22753,60.973187,609.731875
139,Gulf_Coast_Urban,Steel,121711.0,0.864197,0.615387,40.22087,53.846403,402.208702,538.464032,48.39619,483.9619
140,South_Asia_Coast,Steel,122268.0,1.200194,0.256004,57.904935,19.619407,579.049349,196.194069,34.933618,349.336181
141,South_Asia_Coast,OilGas,50000.0,1.269409,0.800967,61.54783,71.520684,615.478299,715.206842,67.531542,675.315425
142,Gulf_Coast_Urban,Agriculture,51189.0,1.468065,0.610586,72.003439,53.389168,720.034394,533.89168,60.834877,608.348766
143,SE_Asia_StormBel,Banking,50000.0,1.918971,0.248807,95.735319,18.933966,957.353189,189.339664,49.654507,496.545074
144,Gulf_Coast_Urban,Banking,95644.0,1.693221,0.732593,83.853737,65.008813,838.537369,650.088126,72.546782,725.467823
145,Gulf_Coast_Urban,Banking,183549.0,1.718016,0.723475,85.158723,64.14045,851.587232,641.404499,72.547759,725.477592
146,EastAfrica_Droug,AutoManufacturing,50000.0,1.159273,1.052458,55.751203,95.472206,557.512027,954.72206,79.583805,795.838047
147,SE_Asia_StormBel,AutoManufacturing,50000.0,0.37393,0.327478,14.41735,26.426431,144.173504,264.264312,21.622799,216.227989
148,SE_Asia_StormBel,AutoManufacturing,58360.0,1.307435,0.625787,63.549202,54.836827,635.492021,548.368267,58.321777,583.217768
149,EastAfrica_Droug,AutoManufacturing,67686.0,0.871891,0.387078,40.625831,32.102664,406.258307,321.026643,35.511931,355.119308
150,Gulf_Coast_Urban,AutoManufacturing,50000.0,0.160498,0.363089,3.184081,29.818047,31.84081,298.180467,19.16446,191.644605
151,South_Asia_Coast,OilGas,50000.0,0.470222,0.580923,19.485372,50.564136,194.853717,505.641356,38.13263,381.3263
152,Gulf_Coast_Urban,Steel,50000.0,1.542241,0.800603,75.907439,71.48596,759.074386,714.859601,73.254552,732.545515
153,EastAfrica_Droug,Agriculture,57571.0,1.29891,0.685054,63.100519,60.481369,631.005188,604.813693,61.529029,615.290291
154,SE_Asia_StormBel,Retail,95694.0,1.95902,0.173202,97.843154,11.733538,978.431538,117.335383,46.177384,461.773845
155,South_Asia_Coast,AutoManufacturing,57559.0,1.854547,1.018496,92.344564,92.237687,923.445638,922.376869,92.280438,922.804377
156,Gulf_Coast_Urban,OilGas,53322.0,1.229093,0.794181,59.42594,70.874405,594.259399,708.744049,66.295019,662.950189
157,South_Asia_Coast,Banking,50000.0,0.394389,0.658293,15.494145,57.93266,154.941454,579.3266,40.957254,409.572541
158,South_Asia_Coast,Agriculture,119808.0,0.739057,0.201446,33.634578,14.423476,336.345776,144.234761,22.107917,221.079167
159,Gulf_Coast_Urban,Agriculture,57463.0,0.54272,0.191633,23.301069,13.488863,233.010694,134.888633,17.413746,174.137457
160,South_Asia_Coast,Agriculture,50000.0,0.993981,0.358133,47.051629,29.346027,470.516286,293.460274,36.428268,364.282679
161,Gulf_Coast_Urban,OilGas,73432.0,1.62109,1.01925,80.057344,92.309506,800.573437,923.095064,87.408641,874.086413
162,SE_Asia_StormBel,Retail,50000.0,1.661512,0.204322,82.18484,14.697363,821.848399,146.973628,41.692354,416.923536
163,SE_Asia_StormBel,AutoManufacturing,50000.0,0.438325,0.7374,17.806572,65.466676,178.065719,654.666758,46.402634,464.026342
164,SE_Asia_StormBel,Agriculture,65256.0,1.143267,0.72712,54.908768,64.487608,549.087676,644.876084,60.656072,606.560721
165,EastAfrica_Droug,OilGas,50000.0,1.385792,0.146544,67.673264,9.194643,676.732642,91.946433,32.586092,325.860916
166,South_Asia_Coast,Banking,50000.0,0.8536,0.792703,39.663161,70.733602,396.631613,707.33602,58.305426,583.054257
167,Gulf_Coast_Urban,Steel,50000.0,1.82033,0.550027,90.543661,47.621644,905.43661,476.216439,64.790451,647.904507
168,Gulf_Coast_Urban,Banking,85527.0,0.782136,0.575794,35.901908,50.075595,359.01908,500.755948,44.40612,444.061201
169,EastAfrica_Droug,OilGas,58402.0,1.031256,0.055765,49.01348,0.549084,490.134798,5.490841,19.934842,199.348424
170,SE_Asia_StormBel,OilGas,56773.0,1.214988,0.991638,58.683582,89.679807,586.835822,896.798067,77.281317,772.813169
171,South_Asia_Coast,OilGas,50000.0,0.91197,0.690889,42.735252,61.037002,427.352516,610.370018,53.716302,537.163017
172,EastAfrica_Droug,Agriculture,58898.0,1.930907,0.684754,96.363512,60.452799,963.635122,604.52799,74.817084,748.170843
173,SE_Asia_StormBel,OilGas,50000.0,1.544884,0.458573,76.046535,38.911682,760.465351,389.116823,53.765623,537.656234
174,Gulf_Coast_Urban,Steel,50000.0,1.675259,0.786853,82.908357,70.176482,829.08357,701.76482,75.269232,752.69232
175,SE_Asia_StormBel,Agriculture,56385.0,1.529997,0.924679,75.263026,83.302754,752.630258,833.02754,80.086863,800.868627
176,Gulf_Coast_Urban,Banking,75898.0,1.217403,0.569756,58.810674,49.500606,588.106736,495.006062,53.224633,532.246331
177,South_Asia_Coast,Steel,242783.0,0.153512,0.622337,2.81641,54.508318,28.164098,545.083176,33.831554,338.315545
178,Gulf_Coast_Urban,RealEstate,94111.0,1.553012,0.268772,76.474338,20.835401,764.743379,208.354007,43.090976,430.909756
179,South_Asia_Coast,Banking,118901.0,1.264119,0.420863,61.26942,35.32031,612.6942,353.203098,45.699954,456.999539
180,EastAfrica_Droug,OilGas,144889.0,0.253392,0.541569,8.073264,46.816083,80.732643,468.160832,31.318956,313.189556
181,Gulf_Coast_Urban,AutoManufacturing,50000.0,0.325305,0.744339,11.858173,66.127477,118.581731,661.274767,44.419755,444.197553
182,EastAfrica_Droug,AutoManufacturing,50000.0,1.014267,1.02833,48.119323,93.174323,481.193227,931.743234,75.152323,751.523231
183,South_Asia_Coast,Agriculture,50000.0,1.720393,0.193934,85.283846,13.707954,852.838458,137.079543,42.338311,423.383109
184,South_Asia_Coast,AutoManufacturing,50000.0,1.152122,0.605485,55.374821,52.903347,553.748213,529.033468,53.891937,538.919366
185,Gulf_Coast_Urban,Banking,50000.0,1.84727,0.691511,91.961577,61.096264,919.615766,610.962639,73.442389,734.42389
186,SE_Asia_StormBel,Agriculture,50000.0,1.64974,0.916773,81.565259,82.549774,815.652594,825.497736,82.155968,821.559679
187,South_Asia_Coast,Banking,71631.0,1.298489,0.935756,63.078363,84.357719,630.78363,843.577186,75.845976,758.459764
188,SE_Asia_StormBel,OilGas,84650.0,0.695388,0.743722,31.33621,66.06879,313.362096,660.687902,52.175758,521.75758
189,SE_Asia_StormBel,Retail,50000.0,1.720194,0.254359,85.273374,19.462779,852.733745,194.627788,45.787017,457.870171
190,Gulf_Coast_Urban,Retail,50000.0,1.352467,0.868802,65.919329,77.981181,659.193294,779.811811,73.15644,731.564404
191,EastAfrica_Droug,Steel,50000.0,1.150254,0.657477,55.276534,57.854988,552.765344,578.549882,56.823607,568.236067
192,South_Asia_Coast,OilGas,50000.0,1.051184,1.059401,50.062336,96.13339,500.623357,961.333901,77.704968,777.049683
193,South_Asia_Coast,AutoManufacturing,50000.0,0.504343,1.050877,21.281216,95.321634,212.812156,953.216341,65.705467,657.054667
194,SE_Asia_StormBel,OilGas,120423.0,0.129904,0.629247,1.573869,55.166334,15.738686,551.663341,33.729348,337.293479
195,Gulf_Coast_Urban,RealEstate,119189.0,1.461363,1.040529,71.650699,94.336078,716.506991,943.360783,85.261927,852.619266
196,Gulf_Coast_Urban,Retail,50000.0,1.84726,0.077021,91.961059,2.573442,919.610591,25.734421,38.328489,383.284889
197,South_Asia_Coast,AutoManufacturing,87352.0,0.448958,1.01128,18.366224,91.550461,183.662239,915.504609,62.276766,622.767661
198,South_Asia_Coast,Banking,50000.0,1.875975,1.062785,93.472365,96.455757,934.723654,964.557568,95.2624,952.624003
199,South_Asia_Coast,Banking,50000.0,0.236632,1.07803,7.191183,97.907575,71.911826,979.075748,61.621018,616.210179
200,South_Asia_Coast,Retail,55389.0,1.149684,0.866897,55.246517,77.799759,552.465167,777.997586,68.778462,687.784618
201,SE_Asia_StormBel,OilGas,109340.0,0.319562,0.239694,11.555911,18.06607,115.55911,180.660702,15.462006,154.620065
202,EastAfrica_Droug,AutoManufacturing,52069.0,1.789298,1.073391,88.910446,97.465774,889.104458,974.657735,94.043642,940.436424
203,Gulf_Coast_Urban,Steel,50000.0,0.296156,0.499353,10.324019,42.795523,103.24019,427.955226,29.806921,298.069211
204,South_Asia_Coast,Banking,50000.0,0.577004,0.544794,25.105462,47.12323,251.054621,471.232305,38.316123,383.161231
205,SE_Asia_StormBel,OilGas,68486.0,1.631275,0.065882,80.593403,1.512601,805.934027,15.126013,33.144922,331.449218
206,EastAfrica_Droug,Steel,50000.0,1.408125,0.410494,68.848673,34.332793,688.486733,343.327928,48.139145,481.39145
207,EastAfrica_Droug,AutoManufacturing,50000.0,0.837443,0.320002,38.812784,25.714502,388.12784,257.145019,30.953815,309.538148
208,South_Asia_Coast,Retail,130141.0,1.689861,0.522305,83.676915,44.981451,836.769151,449.814506,60.459636,604.596364
209,EastAfrica_Droug,RealEstate,84789.0,1.30783,0.332644,63.569994,26.918487,635.699944,269.184871,41.57909,415.7909
210,Gulf_Coast_Urban,Agriculture,213100.0,0.593577,0.519646,25.977748,44.728158,259.77748,447.281585,37.227994,372.279943
211,SE_Asia_StormBel,Retail,50000.0,1.506512,0.204944,74.026937,14.756596,740.269366,147.565963,38.464732,384.647324
212,South_Asia_Coast,Steel,50000.0,0.732813,1.049628,33.305972,95.202703,333.059719,952.027029,70.44401,704.440105
213,SE_Asia_StormBel,OilGas,69352.0,1.649903,0.747336,81.573844,66.412992,815.738436,664.129924,72.477333,724.773329
214,Gulf_Coast_Urban,Banking,256540.0,1.585025,1.087876,78.159219,98.845333,781.59219,988.453335,90.570888,905.708877
215,South_Asia_Coast,AutoManufacturing,50000.0,0.686185,0.055059,30.851822,0.481768,308.51822,4.817683,12.62979,126.297897
216,Gulf_Coast_Urban,Retail,61743.0,0.296939,0.927603,10.365203,83.581206,103.652025,835.812061,54.294805,542.948046
